[2026-06-20T00:57:14.582Z] GET https://pubmed.ncbi.nlm.nih.gov/42319824/ → pending (?ms, ?B)
[2026-06-20T01:09:38.025Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6e3a14b6edbff → pending (?ms, ?B)
[2026-06-20T01:09:38.519Z] GET blob:https://cell.com/1dcac432-964b-4146-afe7-d35ffc0118a6 → pending (?ms, ?B)
[2026-06-20T01:09:38.537Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (?ms, 67081B)
[2026-06-20T01:09:38.680Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e3a14b6edbff/9hgCPZvtZMhVIjMurIeJwZhsJv7pnPtrA7oXAMfO11o-1781917778-1.2.1.1-RAPY9nzegtJzqGTtbOfXaeGR0gY7aSsuJk9WIeFSGVL0l5ssa9FFiu0JltraQLdG → 200 (169ms, 18608B)
[2026-06-20T01:09:38.857Z] GET blob:https://cell.com/114e1aa4-7bfa-4ac0-a692-9fe0c49397a8 → 200 (11ms, 291B)
[2026-06-20T01:09:38.864Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/ge8fi/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → 200 (183ms, ?B)
[2026-06-20T01:09:39.060Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → pending (?ms, ?B)
[2026-06-20T01:09:39.744Z] GET blob:https://challenges.cloudflare.com/b4dd2b6f-173f-4ae1-9c67-58e1f3f524e9 → pending (?ms, ?B)
[2026-06-20T01:09:39.912Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6e3a7a86c7834/HN5jWbjHsGmCuvZmcvZ.USwp4VGmxZmBI.iqZgQ6su0-1781917779-1.2.1.1-y20oPi5PiFunSpuTaSLT422.p1rHz7vJ9ECXI.bSxbTGsS3_1kIfQd5Sm57SmPCq → 200 (343ms, ?B)
[2026-06-20T01:09:42.296Z] GET blob:https://challenges.cloudflare.com/355900f5-a400-4528-9379-8f12311a1bc8 → 200 (9ms, 291B)
[2026-06-20T01:09:42.519Z] GET blob:https://challenges.cloudflare.com/355900f5-a400-4528-9379-8f12311a1bc8 → 200 (10ms, 291B)
[2026-06-20T01:09:42.680Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/d/a0e6e3a7a86c7834/1781917780192/aiZ0SYmT57gM0Kx → 200 (171ms, 5255B)
[2026-06-20T01:09:42.982Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a0e6e3a7a86c7834/1781917780192/aaf8605bd0c0723fd03f6249df03efc10c9dc6ed5a1cd501826f58f01da6a674/0yhw-Toid1Pruk1 → 401 (169ms, 1B)
[2026-06-20T01:09:43.424Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6e3a7a86c7834/HN5jWbjHsGmCuvZmcvZ.USwp4VGmxZmBI.iqZgQ6su0-1781917779-1.2.1.1-y20oPi5PiFunSpuTaSLT422.p1rHz7vJ9ECXI.bSxbTGsS3_1kIfQd5Sm57SmPCq → pending (?ms, ?B)
[2026-06-20T01:09:44.168Z] GET blob:https://challenges.cloudflare.com/2ac6f32f-a9eb-4747-bcbf-df9c0689f205 → 200 (6ms, 291B)
[2026-06-20T01:11:44.190Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e3a14b6edbff/9hgCPZvtZMhVIjMurIeJwZhsJv7pnPtrA7oXAMfO11o-1781917778-1.2.1.1-RAPY9nzegtJzqGTtbOfXaeGR0gY7aSsuJk9WIeFSGVL0l5ssa9FFiu0JltraQLdG → 400 (211ms, 121B)
[2026-06-20T01:11:44.406Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/b/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e3a14b6edbff/9hgCPZvtZMhVIjMurIeJwZhsJv7pnPtrA7oXAMfO11o-1781917778-1.2.1.1-RAPY9nzegtJzqGTtbOfXaeGR0gY7aSsuJk9WIeFSGVL0l5ssa9FFiu0JltraQLdG/managed → pending (?ms, ?B)
[2026-06-20T01:12:16.409Z] GET https://cell.com/cell-reports/retrieve/pii/S221112472600639X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112472600639X%3Fshowall%3Dtrue → pending (?ms, ?B)
[2026-06-20T01:12:16.682Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6e780fc84dbff → 200 (481ms, 217379B)
[2026-06-20T01:12:17.171Z] GET blob:https://cell.com/8723d197-4467-44ea-af1f-85b44eee9a6f → pending (?ms, ?B)
[2026-06-20T01:12:17.189Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (1ms, 67081B)
[2026-06-20T01:12:17.331Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e780fc84dbff/ui0u2rj5napwfiaaAY3k1XYUK5G5rkHmkxrBMcp4DaU-1781917936-1.2.1.1-Yu6d2pNZagqIzW5EEyNMLaI9YVb4Ll9Etv.0MakMwLqBxQ0W.XRmUc4DsxFISpaw → pending (?ms, ?B)
[2026-06-20T01:12:17.542Z] GET blob:https://cell.com/3a69668d-8109-444e-8ac3-bb3eed1f769c → 200 (8ms, 291B)
[2026-06-20T01:12:17.547Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/h4lha/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → pending (?ms, ?B)
[2026-06-20T01:12:47.951Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → pending (?ms, ?B)
[2026-06-20T01:12:50.615Z] GET blob:https://challenges.cloudflare.com/f185668a-592e-430a-84bd-cf354978d1b8 → pending (?ms, ?B)
[2026-06-20T01:12:50.782Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6e8430ea4f983/pde1njG7t8R1_mreoYR8cz0WWl2v8245Diz79KNLhbQ-1781917967-1.2.1.1-lFyN8osGSdewf_OrkE85IzJZITCK8XlOIPhGW_MDL4tutrAXXDv6hZUL9f5sHd89 → 200 (364ms, ?B)
[2026-06-20T01:12:56.060Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6e8430ea4f983/pde1njG7t8R1_mreoYR8cz0WWl2v8245Diz79KNLhbQ-1781917967-1.2.1.1-lFyN8osGSdewf_OrkE85IzJZITCK8XlOIPhGW_MDL4tutrAXXDv6hZUL9f5sHd89 → 200 (342ms, ?B)
[2026-06-20T01:13:06.582Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6e8430ea4f983/pde1njG7t8R1_mreoYR8cz0WWl2v8245Diz79KNLhbQ-1781917967-1.2.1.1-lFyN8osGSdewf_OrkE85IzJZITCK8XlOIPhGW_MDL4tutrAXXDv6hZUL9f5sHd89 → 200 (418ms, ?B)
[2026-06-20T01:13:26.359Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e780fc84dbff/ui0u2rj5napwfiaaAY3k1XYUK5G5rkHmkxrBMcp4DaU-1781917936-1.2.1.1-Yu6d2pNZagqIzW5EEyNMLaI9YVb4Ll9Etv.0MakMwLqBxQ0W.XRmUc4DsxFISpaw → pending (?ms, ?B)
[2026-06-20T01:13:26.580Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/b/ov1/1337224512:1781913625:aQJvSHq1SpaajYQInfjPgJ1D8L_Uiz8qb4eslFF9Y0M/a0e6e780fc84dbff/ui0u2rj5napwfiaaAY3k1XYUK5G5rkHmkxrBMcp4DaU-1781917936-1.2.1.1-Yu6d2pNZagqIzW5EEyNMLaI9YVb4Ll9Etv.0MakMwLqBxQ0W.XRmUc4DsxFISpaw/managed → 200 (159ms, 2B)
[2026-06-20T01:13:58.583Z] GET https://cell.com/cell-reports/retrieve/pii/S221112472600639X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112472600639X%3Fshowall%3Dtrue → 403 (193ms, 6940B)
[2026-06-20T01:13:58.783Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6e9ff0fe8dbff → 200 (528ms, 221584B)
[2026-06-20T01:13:59.319Z] GET blob:https://cell.com/a414e55d-f4bb-4923-ae28-0ac27fbd8685 → pending (?ms, ?B)
[2026-06-20T01:13:59.337Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (1ms, 67081B)
[2026-06-20T01:13:59.478Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6e9ff0fe8dbff/gJphj283.NwFhpgOqO8A.Km.a_P157D4nlRoynRDfNw-1781918038-1.2.1.1-mTJGYYoKywc0OANd3jXnAqhxzDyXHi_k1zSV2DNR9l3C9ckjBSV.zJrnzrFgjakr → pending (?ms, ?B)
[2026-06-20T01:13:59.667Z] GET blob:https://cell.com/cd247018-0d57-4b40-8139-568bddca4435 → 200 (14ms, 291B)
[2026-06-20T01:13:59.674Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/adqbb/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → pending (?ms, ?B)
[2026-06-20T01:14:29.885Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → 200 (507ms, 86B)
[2026-06-20T01:14:30.595Z] GET blob:https://challenges.cloudflare.com/a8d6991c-58bc-48fa-8569-1198bdbcce1b → pending (?ms, ?B)
[2026-06-20T01:14:30.756Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6eac14ed88bdb/ZaaeE8BtTjJYFjrsyF.LSjX1mBySZNTjJSWOJvHMwtI-1781918069-1.2.1.1-HQra6d9HelDNV.qmoL3i2KhNHzZuSl4rfYEBBUtqRmQUy2XuLhvW2hLpdggCD4zJ → 200 (297ms, ?B)
[2026-06-20T01:14:32.634Z] GET blob:https://challenges.cloudflare.com/bf254dfd-a4af-4630-8193-9d6f0d14a61b → 200 (64ms, 291B)
[2026-06-20T01:14:32.793Z] GET blob:https://challenges.cloudflare.com/bf254dfd-a4af-4630-8193-9d6f0d14a61b → 200 (6ms, 291B)
[2026-06-20T01:14:32.882Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a0e6eac14ed88bdb/1781918071043/782f297ecd3d4e8dac95ce2965c9cf34c459a1b419c3612fa36fddc13a0379ba/hMv6F08f2l7zVtm → 401 (185ms, 1B)
[2026-06-20T01:14:33.201Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/d/a0e6eac14ed88bdb/1781918071043/EH-q7Ea4WL04F1O → 200 (180ms, 647B)
[2026-06-20T01:14:33.907Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/3098906513:1781913627:twcvJxGEQHKrT64c27Ksm1IrYyVLoBwx2zfTyuxUXrI/a0e6eac14ed88bdb/ZaaeE8BtTjJYFjrsyF.LSjX1mBySZNTjJSWOJvHMwtI-1781918069-1.2.1.1-HQra6d9HelDNV.qmoL3i2KhNHzZuSl4rfYEBBUtqRmQUy2XuLhvW2hLpdggCD4zJ → 200 (416ms, 33680B)
[2026-06-20T01:14:34.332Z] GET blob:https://challenges.cloudflare.com/f1425c16-852b-427a-9135-f7daf3890b78 → 200 (8ms, 291B)
[2026-06-20T01:16:34.367Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6e9ff0fe8dbff/gJphj283.NwFhpgOqO8A.Km.a_P157D4nlRoynRDfNw-1781918038-1.2.1.1-mTJGYYoKywc0OANd3jXnAqhxzDyXHi_k1zSV2DNR9l3C9ckjBSV.zJrnzrFgjakr → pending (?ms, ?B)
[2026-06-20T01:16:34.619Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/b/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6e9ff0fe8dbff/gJphj283.NwFhpgOqO8A.Km.a_P157D4nlRoynRDfNw-1781918038-1.2.1.1-mTJGYYoKywc0OANd3jXnAqhxzDyXHi_k1zSV2DNR9l3C9ckjBSV.zJrnzrFgjakr/managed → 200 (189ms, 2B)
[2026-06-20T01:17:06.620Z] GET https://cell.com/cell-reports/retrieve/pii/S221112472600639X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112472600639X%3Fshowall%3Dtrue → 403 (192ms, 6940B)
[2026-06-20T01:17:06.820Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6ee964802dbff → 200 (772ms, 219724B)
[2026-06-20T01:17:07.600Z] GET blob:https://cell.com/83eb4a26-b797-4028-9ba3-daf9801fe6cf → pending (?ms, ?B)
[2026-06-20T01:17:07.619Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (?ms, 67081B)
[2026-06-20T01:17:07.764Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6ee964802dbff/cz.i32YqtFMuvl70opZ_5bHSpemRV1pfZLnu5HPjdjo-1781918226-1.2.1.1-3Y.rjeHwOaQKatEL79ha2NqI8eZbeb4qhG_x5xzing0ntAmNJexJxoao81IZaE4p → 200 (229ms, 18608B)
[2026-06-20T01:17:07.999Z] GET blob:https://cell.com/2c1edc34-aeb3-4e07-9e18-35a29e4ae234 → 200 (13ms, 291B)
[2026-06-20T01:17:08.005Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/8f46c/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → pending (?ms, ?B)
[2026-06-20T01:17:38.256Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → pending (?ms, ?B)
[2026-06-20T01:17:39.089Z] GET blob:https://challenges.cloudflare.com/6e7c4158-5274-4585-a579-f285f2f39037 → pending (?ms, ?B)
[2026-06-20T01:17:39.259Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6ef5a6ce334bd/kAho.sv9z0jK2Vx94O0mIRNeSoxCIh2WAASGVeluH00-1781918258-1.2.1.1-O8uCV8JUGYyR2xT4mznmHrOiTArpyW2S8W0IUg.mBV7l7hCzEFDudh66elfdOITR → pending (?ms, ?B)
[2026-06-20T01:17:41.071Z] GET blob:https://challenges.cloudflare.com/fbd620e6-1add-419c-be8e-5553b417cf28 → 200 (69ms, 291B)
[2026-06-20T01:17:41.458Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/d/a0e6ef5a6ce334bd/1781918259551/fvFCmeBD0MYvKh- → pending (?ms, ?B)
[2026-06-20T01:17:41.725Z] GET blob:https://challenges.cloudflare.com/fbd620e6-1add-419c-be8e-5553b417cf28 → 200 (8ms, 291B)
[2026-06-20T01:17:41.994Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a0e6ef5a6ce334bd/1781918259552/695681e84d00dbb24192cb85caefd5ec8a7913bf9c22925e003d5109e9e72fec/Sshd03AaMkfj4rP → 401 (244ms, 1B)
[2026-06-20T01:17:42.337Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6ef5a6ce334bd/kAho.sv9z0jK2Vx94O0mIRNeSoxCIh2WAASGVeluH00-1781918258-1.2.1.1-O8uCV8JUGYyR2xT4mznmHrOiTArpyW2S8W0IUg.mBV7l7hCzEFDudh66elfdOITR → pending (?ms, ?B)
[2026-06-20T01:17:42.907Z] GET blob:https://challenges.cloudflare.com/539d0b0b-bdaf-4524-9889-994d91f06f21 → 200 (7ms, 291B)
[2026-06-20T01:19:42.949Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6ee964802dbff/cz.i32YqtFMuvl70opZ_5bHSpemRV1pfZLnu5HPjdjo-1781918226-1.2.1.1-3Y.rjeHwOaQKatEL79ha2NqI8eZbeb4qhG_x5xzing0ntAmNJexJxoao81IZaE4p → 400 (603ms, 121B)
[2026-06-20T01:19:43.559Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/b/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6ee964802dbff/cz.i32YqtFMuvl70opZ_5bHSpemRV1pfZLnu5HPjdjo-1781918226-1.2.1.1-3Y.rjeHwOaQKatEL79ha2NqI8eZbeb4qhG_x5xzing0ntAmNJexJxoao81IZaE4p/managed → pending (?ms, ?B)
[2026-06-20T01:20:15.560Z] GET https://cell.com/cell-reports/retrieve/pii/S221112472600639X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112472600639X%3Fshowall%3Dtrue → pending (?ms, ?B)
[2026-06-20T01:20:15.765Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6f33328f1dbff → 200 (675ms, 221926B)
[2026-06-20T01:20:16.447Z] GET blob:https://cell.com/f458d970-f8c9-495a-892a-fb01173ff181 → pending (?ms, ?B)
[2026-06-20T01:20:16.466Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (1ms, 67081B)
[2026-06-20T01:20:16.606Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6f33328f1dbff/r9.jzopptP3QozykBMPtvaSUeWbRFgBQEeHbPZb_boY-1781918415-1.2.1.1-LIzc4HrTGJE0SK6GKM8Od7yByXw5tKMZ2Kmq0M1.nX6a1YAJMmU2r__5VIeyAaEI → pending (?ms, ?B)
[2026-06-20T01:20:16.790Z] GET blob:https://cell.com/07ed81f0-abf7-4c82-95b2-c7913aa3f51e → 200 (12ms, 291B)
[2026-06-20T01:20:16.796Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/ebgde/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → pending (?ms, ?B)
[2026-06-20T01:20:47.012Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → 200 (524ms, 86B)
[2026-06-20T01:20:47.550Z] GET blob:https://challenges.cloudflare.com/e20d940e-1e7e-412f-a26d-2a187fdeaa48 → pending (?ms, ?B)
[2026-06-20T01:20:47.709Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6f3f66dd2f591/6g3xsKdWJwXmI9dR2iHDvHPMlJZ8hKqgMC1SpqvsA3k-1781918447-1.2.1.1-X3GPB8goImDQf.HhTsrs8TbNwmeGK5sFXlKjEmOwUvXqnpTYum_r7azv1oSOxuK1 → 200 (288ms, ?B)
[2026-06-20T01:20:48.620Z] GET blob:https://challenges.cloudflare.com/774bbf17-dfe6-4c22-96d9-a9a24f34cc68 → pending (?ms, ?B)
[2026-06-20T01:20:48.895Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/d/a0e6f3f66dd2f591/1781918448015/DAlH0AZoRW5RNXK → 200 (193ms, 7568B)
[2026-06-20T01:20:49.152Z] GET blob:https://challenges.cloudflare.com/774bbf17-dfe6-4c22-96d9-a9a24f34cc68 → 200 (8ms, 291B)
[2026-06-20T01:20:49.430Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a0e6f3f66dd2f591/1781918448016/bc1b6f09fefdd3613cf35e030b7040a8e6527845249948ed174e4d3d0f75cdb5/ie1LIl8bvpzUkXv → 401 (175ms, ?B)
[2026-06-20T01:20:49.834Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6f3f66dd2f591/6g3xsKdWJwXmI9dR2iHDvHPMlJZ8hKqgMC1SpqvsA3k-1781918447-1.2.1.1-X3GPB8goImDQf.HhTsrs8TbNwmeGK5sFXlKjEmOwUvXqnpTYum_r7azv1oSOxuK1 → 200 (456ms, 33688B)
[2026-06-20T01:20:50.297Z] GET blob:https://challenges.cloudflare.com/ca292c71-5d7c-4b68-ade5-e455ac5c35ab → 200 (7ms, 291B)
[2026-06-20T01:22:50.333Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6f33328f1dbff/r9.jzopptP3QozykBMPtvaSUeWbRFgBQEeHbPZb_boY-1781918415-1.2.1.1-LIzc4HrTGJE0SK6GKM8Od7yByXw5tKMZ2Kmq0M1.nX6a1YAJMmU2r__5VIeyAaEI → 400 (182ms, 121B)
[2026-06-20T01:22:50.521Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/b/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6f33328f1dbff/r9.jzopptP3QozykBMPtvaSUeWbRFgBQEeHbPZb_boY-1781918415-1.2.1.1-LIzc4HrTGJE0SK6GKM8Od7yByXw5tKMZ2Kmq0M1.nX6a1YAJMmU2r__5VIeyAaEI/managed → 200 (161ms, 2B)
[2026-06-20T01:23:22.524Z] GET https://cell.com/cell-reports/retrieve/pii/S221112472600639X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112472600639X%3Fshowall%3Dtrue → 403 (185ms, 6961B)
[2026-06-20T01:23:22.718Z] GET https://cell.com/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=a0e6f7c3b966dbff → pending (?ms, ?B)
[2026-06-20T01:23:23.388Z] GET blob:https://cell.com/3cb952e5-6d99-441b-aeeb-5ba3b3956909 → pending (?ms, ?B)
[2026-06-20T01:23:23.430Z] GET https://challenges.cloudflare.com/turnstile/v0/g/f95a7f38c08f/api.js?onload=NsqWi3&render=explicit → 200 (?ms, 67081B)
[2026-06-20T01:23:23.549Z] POST https://cell.com/cdn-cgi/challenge-platform/h/g/flow/ov1/197163673:1781917229:fXog3gn4ibYv3LB43Ym0cnI17zLqjBG2_01SFmEoIMc/a0e6f7c3b966dbff/ADKuP8q74QpVRHCBJMf3LwJel0PDzgYwkN3egWK.PWU-1781918602-1.2.1.1-wc2P.GmEQSqszDT7ntkz1uwkYAI9MsaDLBeCtvvaTU.rLFcrIlp_VW3TBbFfFG8i → pending (?ms, ?B)
[2026-06-20T01:23:23.990Z] GET blob:https://cell.com/8e12d1a1-14cc-49ff-9c6a-337edd3802c2 → 200 (10ms, 291B)
[2026-06-20T01:23:23.999Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/e6x5i/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal?lang=auto → pending (?ms, ?B)
[2026-06-20T01:23:54.189Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/cmg/1 → 200 (507ms, 86B)
[2026-06-20T01:23:54.733Z] GET blob:https://challenges.cloudflare.com/bb07ffa5-b8cf-4e83-82dd-9abf4b6d682e → pending (?ms, ?B)
[2026-06-20T01:23:54.893Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6f8885d8707e8/qH2o6orlMXSrB_P3sqz1BRR66jCDsn0MZ6tKDsbiIew-1781918634-1.2.1.1-At2hkP32U2XEEkXVT9SwHcGZEUXdzJxBtQTao4XA2T5Wux4iXpntcT480tJrxc.S → 200 (290ms, ?B)
[2026-06-20T01:23:56.281Z] GET blob:https://challenges.cloudflare.com/ae3c5763-dab2-43ed-870a-04f55f63efff → 200 (11ms, 291B)
[2026-06-20T01:23:56.831Z] GET blob:https://challenges.cloudflare.com/ae3c5763-dab2-43ed-870a-04f55f63efff → 200 (24ms, 291B)
[2026-06-20T01:23:57.088Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/pat/a0e6f8885d8707e8/1781918635201/f5d900957a309d597b81bb4c44e95182b577ff76fc23cfc5464f4f7e6c4a7982/Kb_DWI5pIy-_nx0 → 401 (179ms, 1B)
[2026-06-20T01:23:57.274Z] GET https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/d/a0e6f8885d8707e8/1781918635201/4_6cr9mM55JII-3 → 200 (184ms, 2127B)
[2026-06-20T01:23:57.536Z] POST https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/flow/ov1/1414653002:1781917230:ku3iJOMIOktkiX37Rw3XKulWGipBAQ3OrNoGn-d2JmQ/a0e6f8885d8707e8/qH2o6orlMXSrB_P3sqz1BRR66jCDsn0MZ6tKDsbiIew-1781918634-1.2.1.1-At2hkP32U2XEEkXVT9SwHcGZEUXdzJxBtQTao4XA2T5Wux4iXpntcT480tJrxc.S → pending (?ms, ?B)
[2026-06-20T01:23:58.324Z] GET blob:https://challenges.cloudflare.com/7187b04a-90c1-4b6c-bb61-2fc445538377 → 200 (6ms, 291B)
